City,Year,PM2.5,PM10,NO2,NH3,CO,SO2,O3,AQI
Ahmedabad,2015,48.57,95.68,18.22,15.85,0.92,27.64,133.36,118.0
Ahmedabad,2015,48.57,95.68,15.69,15.85,0.97,24.55,34.06,118.0
Ahmedabad,2015,48.57,95.68,19.3,15.85,17.4,29.07,30.7,118.0
Ahmedabad,2015,48.57,95.68,18.48,15.85,1.7,18.59,36.08,118.0
Ahmedabad,2015,48.57,95.68,21.42,15.85,22.1,39.33,39.31,118.0
Ahmedabad,2015,48.57,95.68,38.48,15.85,45.41,45.76,46.51,118.0
Ahmedabad,2015,48.57,95.68,40.62,15.85,112.16,32.28,33.47,118.0
Ahmedabad,2015,48.57,95.68,36.74,15.85,80.87,38.54,31.89,118.0
Ahmedabad,2015,48.57,95.68,31.0,15.85,29.16,58.68,25.75,118.0
Ahmedabad,2015,48.57,95.68,7.04,15.85,0.89,8.29,4.55,118.0
Ahmedabad,2015,48.57,95.68,55.8,15.85,132.07,25.03,6.79,118.0
Ahmedabad,2015,48.57,95.68,40.67,15.85,52.04,51.84,45.89,118.0
Ahmedabad,2015,48.57,95.68,44.2,15.85,48.82,68.21,35.16,118.0
Ahmedabad,2015,48.57,95.68,27.86,15.85,19.2,52.65,20.96,118.0
Ahmedabad,2015,48.57,95.68,16.96,15.85,0.6,28.89,47.63,118.0
Ahmedabad,2015,48.57,95.68,21.72,15.85,1.63,38.27,46.03,118.0
Ahmedabad,2015,48.57,95.68,24.73,15.85,11.44,49.5,52.24,118.0
Ahmedabad,2015,48.57,95.68,25.77,15.85,6.1,48.43,53.49,118.0
Ahmedabad,2015,48.57,95.68,26.88,15.85,2.51,50.03,49.48,118.0
Ahmedabad,2015,48.57,95.68,26.8,15.85,7.92,58.87,56.37,118.0
Ahmedabad,2015,48.57,95.68,33.56,15.85,9.52,106.93,48.75,118.0
Ahmedabad,2015,48.57,95.68,17.51,15.85,9.05,23.71,42.22,118.0
Ahmedabad,2015,48.57,95.68,27.96,15.85,22.53,39.19,32.92,118.0
Ahmedabad,2015,48.57,95.68,20.39,15.85,2.03,40.07,32.49,118.0
Ahmedabad,2015,48.57,95.68,20.43,15.85,1.42,58.41,39.26,118.0
Ahmedabad,2015,48.57,95.68,21.16,15.85,2.27,43.73,39.83,118.0
Ahmedabad,2015,48.57,95.68,21.7,15.85,2.19,43.28,41.1,118.0
Ahmedabad,2015,73.24,95.68,21.11,15.85,5.72,36.52,62.42,118.0
Ahmedabad,2015,83.13,95.68,28.71,15.85,6.93,49.52,59.76,209.0
Ahmedabad,2015,79.84,95.68,28.68,15.85,13.85,48.49,97.07,328.0
Ahmedabad,2015,94.52,95.68,32.66,15.85,24.39,67.39,111.33,514.0
Ahmedabad,2015,135.99,95.68,42.08,15.85,43.48,75.23,102.7,782.0
Ahmedabad,2015,178.33,95.68,35.31,15.85,54.56,55.04,107.38,914.0
Ahmedabad,2015,139.7,95.68,28.4,15.85,30.61,33.79,73.6,660.0
Ahmedabad,2015,80.65,95.68,22.83,15.85,2.37,25.73,47.3,294.0
Ahmedabad,2015,58.36,95.68,21.39,15.85,2.6,32.66,53.54,149.0
Ahmedabad,2015,79.29,95.68,26.94,15.85,1.16,67.41,59.3,190.0
Ahmedabad,2015,88.7,95.68,31.32,15.85,7.29,80.09,44.76,247.0
Ahmedabad,2015,74.28,95.68,27.3,15.85,8.92,54.28,47.42,379.0
Ahmedabad,2015,113.93,95.68,24.27,15.85,4.32,48.73,39.94,341.0
Ahmedabad,2015,105.39,95.68,18.21,15.85,1.41,35.91,56.15,256.0
Ahmedabad,2015,66.52,95.68,23.8,15.85,6.34,66.58,53.14,388.0
Ahmedabad,2015,65.04,95.68,30.1,15.85,14.19,65.91,31.88,288.0
Ahmedabad,2015,103.36,95.68,39.56,15.85,18.18,80.43,40.11,510.0
Ahmedabad,2015,177.33,95.68,47.58,15.85,37.49,99.72,36.47,761.0
Ahmedabad,2015,113.25,95.68,30.5,15.85,15.55,69.71,33.78,475.0
Ahmedabad,2015,99.7,95.68,28.1,15.85,19.85,73.23,30.57,536.0
Ahmedabad,2015,80.61,95.68,21.04,15.85,15.96,54.7,36.2,479.0
Ahmedabad,2015,100.79,95.68,25.93,15.85,16.24,43.11,37.43,592.0
Ahmedabad,2015,107.99,95.68,30.09,15.85,11.25,84.86,31.94,427.0
Ahmedabad,2015,140.29,95.68,36.14,15.85,33.84,101.53,40.98,588.0
Ahmedabad,2015,239.96,95.68,46.25,15.85,61.95,84.87,33.55,1141.0
Ahmedabad,2015,142.96,95.68,48.21,15.85,45.45,62.96,34.77,669.0
Ahmedabad,2015,238.41,95.68,55.07,15.85,77.7,89.07,37.3,1247.0
Ahmedabad,2015,118.72,95.68,32.01,15.85,12.56,61.54,38.8,411.0
Ahmedabad,2015,52.99,95.68,10.45,15.85,2.23,32.76,67.25,292.0
Ahmedabad,2015,48.57,95.68,21.69,15.85,0.89,9.16,30.84,118.0
Ahmedabad,2015,61.12,95.68,16.81,15.85,3.58,28.44,30.48,118.0
Ahmedabad,2015,60.78,95.68,18.21,15.85,9.07,29.48,34.75,189.0
Ahmedabad,2015,91.83,95.68,28.71,15.85,12.99,39.71,38.46,408.0
Ahmedabad,2015,93.88,95.68,29.38,15.85,18.21,62.75,46.79,383.0
Ahmedabad,2015,173.01,95.68,42.27,15.85,48.44,78.76,59.39,780.0
Ahmedabad,2015,105.45,95.68,16.1,15.85,2.5,29.29,69.9,118.0
Ahmedabad,2015,71.56,95.68,16.83,15.85,3.51,30.28,57.16,190.0
Ahmedabad,2015,119.8,95.68,24.07,15.85,4.13,50.35,50.49,233.0
Ahmedabad,2015,106.71,95.68,25.59,15.85,5.39,38.85,60.17,297.0
Ahmedabad,2015,118.49,95.68,28.94,15.85,4.11,54.2,53.61,330.0
Ahmedabad,2015,106.01,95.68,27.31,15.85,4.28,70.29,40.91,252.0
Ahmedabad,2015,97.34,95.68,21.58,15.85,3.67,64.39,45.69,244.0
Ahmedabad,2015,83.92,95.68,25.03,15.85,6.42,67.53,34.94,234.0
Ahmedabad,2015,49.51,95.68,14.16,15.85,3.1,48.33,37.95,219.0
Ahmedabad,2015,30.76,95.68,14.14,15.85,2.72,43.62,54.78,118.0
Ahmedabad,2015,50.29,95.68,29.84,15.85,5.34,59.23,45.44,231.0
Ahmedabad,2015,57.69,95.68,29.48,15.85,25.36,58.33,52.87,286.0
Ahmedabad,2015,105.06,95.68,37.05,15.85,46.24,53.62,45.65,883.0
Ahmedabad,2015,94.1,95.68,36.53,15.85,22.14,61.31,46.77,720.0
Ahmedabad,2015,111.89,95.68,43.29,15.85,22.25,66.44,50.57,570.0
Ahmedabad,2015,108.59,95.68,39.34,15.85,25.38,75.8,46.68,589.0
Ahmedabad,2015,130.76,95.68,41.03,15.85,45.61,65.77,41.58,818.0
Ahmedabad,2015,143.55,95.68,31.15,15.85,27.3,50.98,35.38,737.0
Ahmedabad,2015,165.07,95.68,34.48,15.85,23.83,64.32,43.79,585.0
Ahmedabad,2015,166.85,95.68,43.3,15.85,17.93,79.71,53.44,616.0
Ahmedabad,2015,147.38,95.68,35.82,15.85,6.4,46.89,17.94,437.0
Ahmedabad,2015,158.25,95.68,27.89,15.85,5.86,142.36,38.54,321.0
Ahmedabad,2015,237.76,95.68,21.8,15.85,4.99,96.28,39.77,372.0
Ahmedabad,2015,133.37,95.68,17.99,15.85,3.88,57.34,39.66,339.0
Ahmedabad,2015,133.3,95.68,20.0,15.85,6.52,51.58,59.03,339.0
Ahmedabad,2015,96.04,95.68,20.07,15.85,3.8,62.42,46.61,324.0
Ahmedabad,2015,77.69,95.68,18.87,15.85,5.24,100.48,27.14,222.0
Ahmedabad,2015,53.07,95.68,13.82,15.85,4.17,40.36,21.76,169.0
Ahmedabad,2015,63.11,95.68,15.5,15.85,5.63,38.21,4.72,220.0
Ahmedabad,2015,156.76,95.68,16.7,15.85,3.92,26.32,37.11,118.0
Ahmedabad,2015,120.96,95.68,20.86,15.85,4.23,35.54,35.66,303.0
Ahmedabad,2015,138.63,95.68,25.47,15.85,5.65,87.43,29.77,314.0
Ahmedabad,2015,144.36,95.68,30.69,15.85,15.82,66.39,27.34,378.0
Ahmedabad,2015,85.03,95.68,26.7,15.85,3.3,59.16,35.89,415.0
Ahmedabad,2015,134.6,95.68,26.27,15.85,5.9,34.53,7.0,118.0
Ahmedabad,2015,61.06,95.68,14.03,15.85,3.52,8.08,19.54,126.0
Ahmedabad,2015,39.42,95.68,19.56,15.85,5.28,17.66,31.3,175.0
Ahmedabad,2015,111.86,95.68,22.51,15.85,3.89,15.84,31.23,226.0
Ahmedabad,2015,58.37,95.68,21.71,15.85,5.74,25.9,43.92,244.0
Ahmedabad,2015,95.37,95.68,26.23,15.85,18.01,13.59,41.64,315.0
Ahmedabad,2015,141.3,95.68,36.88,15.85,30.8,41.06,37.66,678.0
Ahmedabad,2015,106.68,95.68,46.38,15.85,19.91,31.56,48.49,774.0
Ahmedabad,2015,109.48,95.68,20.27,15.85,4.3,46.6,31.34,285.0
Ahmedabad,2015,126.04,95.68,20.18,15.85,6.99,79.56,28.71,321.0
Ahmedabad,2015,71.22,95.68,21.32,15.85,16.73,50.09,28.39,358.0
Ahmedabad,2015,97.87,95.68,17.96,15.85,6.3,13.85,34.16,357.0
Ahmedabad,2015,63.38,95.68,13.28,15.85,3.44,24.79,43.62,189.0
Ahmedabad,2015,75.29,95.68,14.29,15.85,3.35,76.05,60.71,118.0
Ahmedabad,2015,80.9,95.68,18.62,15.85,5.7,65.44,22.8,214.0
Ahmedabad,2015,103.29,95.68,19.82,15.85,4.55,85.42,22.18,253.0
Ahmedabad,2015,107.5,95.68,15.56,15.85,5.29,74.37,10.12,239.0
Ahmedabad,2015,161.14,95.68,14.77,15.85,3.11,118.35,59.73,118.0
Ahmedabad,2015,102.58,95.68,12.74,15.85,3.88,41.94,26.89,118.0
Ahmedabad,2015,138.42,95.68,16.7,15.85,5.05,77.74,27.18,300.0
Ahmedabad,2015,129.04,95.68,14.86,15.85,5.69,78.27,18.67,317.0
Ahmedabad,2015,96.65,95.68,15.9,15.85,4.67,39.41,11.83,240.0
Ahmedabad,2015,126.77,95.68,23.93,15.85,15.69,93.18,36.71,344.0
Ahmedabad,2015,106.15,95.68,23.02,15.85,13.12,65.95,81.6,503.0
Ahmedabad,2015,86.31,95.68,10.5,15.85,2.69,50.13,90.54,308.0
Ahmedabad,2015,83.99,95.68,0.08,15.85,2.73,34.06,69.57,227.0
Ahmedabad,2015,65.11,95.68,4.58,15.85,3.14,22.27,32.26,120.0
Ahmedabad,2015,51.03,95.68,20.47,15.85,6.24,15.5,31.44,158.0
Ahmedabad,2015,38.73,95.68,19.28,15.85,8.0,20.13,25.7,177.0
Ahmedabad,2015,61.12,95.68,17.82,15.85,9.94,39.69,25.9,201.0
Ahmedabad,2015,58.44,95.68,17.24,15.85,10.68,54.69,18.89,211.0
Ahmedabad,2015,61.49,95.68,16.69,15.85,11.44,42.66,18.2,221.0
Ahmedabad,2015,65.39,95.68,16.08,15.85,12.3,27.96,22.35,233.0
Ahmedabad,2015,100.92,95.68,18.9,15.85,20.42,31.9,22.84,481.0
Ahmedabad,2015,97.48,95.68,30.02,15.85,5.31,36.05,16.26,352.0
Ahmedabad,2015,129.27,95.68,28.33,15.85,14.28,70.13,25.4,327.0
Ahmedabad,2015,129.58,95.68,28.79,15.85,21.23,17.66,34.42,577.0
Ahmedabad,2015,100.57,95.68,18.79,15.85,7.56,38.76,38.83,411.0
Ahmedabad,2015,130.34,95.68,17.43,15.85,7.14,52.07,29.05,212.0
Ahmedabad,2015,53.24,95.68,15.86,15.85,8.05,36.23,21.58,280.0
Ahmedabad,2015,42.0,95.68,18.16,15.85,10.44,17.0,25.5,162.0
Ahmedabad,2015,50.1,95.68,14.9,15.85,9.46,30.67,12.91,118.0
Ahmedabad,2015,83.69,95.68,17.18,15.85,10.89,41.12,35.61,569.0
Ahmedabad,2015,38.88,95.68,16.28,15.85,2.18,26.4,12.47,128.0
Ahmedabad,2015,46.89,95.68,16.17,15.85,2.96,41.96,10.74,129.0
Ahmedabad,2015,70.96,95.68,15.47,15.85,4.12,23.67,16.01,152.0
Ahmedabad,2015,53.66,95.68,14.43,15.85,4.23,14.46,45.64,176.0
Ahmedabad,2015,45.49,95.68,13.73,15.85,4.26,12.85,71.85,167.0
Ahmedabad,2015,60.86,95.68,16.61,15.85,5.27,14.91,41.19,106.0
Ahmedabad,2015,51.93,95.68,17.87,15.85,13.71,15.33,12.88,231.0
Ahmedabad,2015,77.87,95.68,17.12,15.85,6.67,46.82,16.67,327.0
Ahmedabad,2015,57.59,95.68,15.47,15.85,5.6,41.68,25.51,174.0
Ahmedabad,2015,77.22,95.68,15.47,15.85,7.02,71.97,9.56,185.0
Ahmedabad,2015,45.29,95.68,12.74,15.85,7.25,18.64,6.32,179.0
Ahmedabad,2015,103.78,95.68,13.9,15.85,6.36,7.76,15.27,211.0
Ahmedabad,2015,25.14,95.68,18.73,15.85,6.01,38.05,38.52,192.0
Ahmedabad,2015,87.03,95.68,17.88,15.85,8.05,23.84,48.22,310.0
Ahmedabad,2015,89.6,95.68,19.84,15.85,6.59,48.05,44.78,223.0
Ahmedabad,2015,80.69,95.68,16.07,15.85,6.86,39.85,32.65,192.0
Ahmedabad,2015,44.75,95.68,16.53,15.85,7.76,9.89,8.07,191.0
Ahmedabad,2015,38.11,95.68,11.62,15.85,7.41,3.13,6.69,184.0
Ahmedabad,2015,45.5,95.68,15.59,15.85,8.56,0.76,3.82,220.0
Ahmedabad,2015,36.98,95.68,11.52,15.85,8.21,0.52,5.17,215.0
Ahmedabad,2015,43.58,95.68,13.33,15.85,8.26,1.02,7.56,226.0
Ahmedabad,2015,45.49,95.68,14.91,15.85,9.63,0.81,2.94,251.0
Ahmedabad,2015,38.06,95.68,18.57,15.85,8.67,1.05,4.63,216.0
Ahmedabad,2015,45.41,95.68,20.55,15.85,9.35,0.74,4.5,237.0
Ahmedabad,2015,37.71,95.68,16.26,15.85,8.54,0.87,4.6,198.0
Ahmedabad,2015,32.37,95.68,14.36,15.85,7.53,2.17,12.17,195.0
Ahmedabad,2015,34.74,95.68,13.51,15.85,7.59,4.11,12.22,187.0
Ahmedabad,2015,32.56,95.68,13.91,15.85,7.34,4.04,11.85,181.0
Ahmedabad,2015,29.28,95.68,11.68,15.85,7.55,4.01,12.64,179.0
Ahmedabad,2015,20.46,95.68,10.61,15.85,7.15,5.62,12.7,188.0
Ahmedabad,2015,26.07,95.68,11.07,15.85,7.99,4.1,10.57,190.0
Ahmedabad,2015,21.43,95.68,11.16,15.85,7.45,4.99,7.38,185.0
Ahmedabad,2015,11.91,95.68,10.1,15.85,7.34,10.86,5.47,189.0
Ahmedabad,2015,57.75,95.68,9.68,15.85,8.68,12.28,3.06,196.0
Ahmedabad,2015,66.39,95.68,12.79,15.85,8.58,11.09,4.96,201.0
Ahmedabad,2015,62.61,95.68,9.83,15.85,9.15,12.31,6.44,231.0
Ahmedabad,2015,47.5,95.68,9.53,15.85,8.07,13.91,7.28,196.0
Ahmedabad,2015,111.8,95.68,11.51,15.85,9.23,5.27,5.99,220.0
Ahmedabad,2015,30.0,95.68,13.59,15.85,8.87,8.09,6.31,244.0
Ahmedabad,2015,4.66,95.68,10.9,15.85,9.01,7.31,6.38,223.0
Ahmedabad,2015,48.72,95.68,11.94,15.85,9.56,5.72,6.61,230.0
Ahmedabad,2015,49.7,95.68,9.81,15.85,9.43,6.78,6.42,243.0
Ahmedabad,2015,48.1,95.68,9.53,15.85,8.03,9.33,7.6,215.0
Ahmedabad,2015,47.43,95.68,9.45,15.85,8.11,7.93,7.08,199.0
Ahmedabad,2015,51.74,95.68,12.38,15.85,8.91,10.05,5.78,200.0
Ahmedabad,2015,42.68,95.68,11.08,15.85,9.74,10.87,4.44,226.0
Ahmedabad,2015,38.45,95.68,7.8,15.85,10.55,10.28,3.24,241.0
Ahmedabad,2015,46.69,95.68,0.17,15.85,11.48,10.25,5.76,222.0
Ahmedabad,2015,55.27,95.68,0.12,15.85,11.55,12.7,6.55,223.0
Ahmedabad,2015,149.03,95.68,0.16,15.85,11.49,10.07,7.27,248.0
Ahmedabad,2015,86.57,95.68,0.17,15.85,11.47,11.09,6.53,300.0
Ahmedabad,2015,111.77,95.68,0.24,15.85,11.3,7.73,4.67,232.0
Ahmedabad,2015,151.4,95.68,0.36,15.85,10.8,7.8,5.46,330.0
Ahmedabad,2015,51.35,95.68,2.69,15.85,8.0,10.0,5.76,223.0
Ahmedabad,2015,65.37,95.68,8.07,15.85,0.64,16.31,8.02,105.0
Ahmedabad,2015,56.28,95.68,8.02,15.85,0.6,18.93,6.2,101.0
Ahmedabad,2015,48.17,95.68,8.0,15.85,0.65,18.99,7.97,93.0
Ahmedabad,2015,33.56,95.68,7.89,15.85,0.72,11.28,10.18,67.0
Ahmedabad,2015,31.3,95.68,8.1,15.85,0.55,10.29,7.44,60.0
Ahmedabad,2015,48.12,95.68,7.9,15.85,0.67,1.28,6.3,118.0
Ahmedabad,2015,57.11,95.68,8.28,15.85,0.55,14.58,2.6,90.0
Ahmedabad,2015,34.72,95.68,9.73,15.85,0.1,13.62,4.87,78.0
Ahmedabad,2015,29.22,95.68,9.57,15.85,0.06,13.58,5.08,48.0
Ahmedabad,2015,29.79,95.68,8.64,15.85,0.14,15.11,5.34,53.0
Ahmedabad,2015,59.95,95.68,8.78,15.85,0.18,11.52,2.79,91.0
Ahmedabad,2015,19.2,95.68,9.45,15.85,1.52,11.23,4.61,70.0
Ahmedabad,2015,19.52,95.68,11.26,15.85,5.89,11.56,4.4,157.0
Ahmedabad,2015,35.16,95.68,10.89,15.85,5.75,14.7,3.67,158.0
Ahmedabad,2015,33.03,95.68,10.58,15.85,7.01,12.95,3.53,169.0
Ahmedabad,2015,40.95,95.68,10.47,15.85,6.92,19.8,3.38,174.0
Ahmedabad,2015,40.29,95.68,10.52,15.85,6.74,8.27,3.57,173.0
Ahmedabad,2015,41.16,95.68,10.51,15.85,6.91,13.48,3.69,172.0
Ahmedabad,2015,36.12,95.68,11.56,15.85,7.21,13.62,6.08,190.0
Ahmedabad,2015,28.51,95.68,20.52,15.85,6.69,5.69,7.65,171.0
Ahmedabad,2015,31.59,95.68,20.42,15.85,6.99,9.23,7.9,168.0
Ahmedabad,2015,42.56,95.68,20.4,15.85,7.17,6.28,9.86,172.0
Ahmedabad,2015,48.12,95.68,20.3,15.85,7.14,6.77,12.78,173.0
Ahmedabad,2015,37.09,95.68,20.21,15.85,7.22,8.66,7.94,175.0
Ahmedabad,2015,33.4,95.68,20.09,15.85,7.4,9.95,8.39,179.0
Ahmedabad,2015,38.64,95.68,20.21,15.85,7.35,9.74,6.28,174.0
Ahmedabad,2015,40.49,95.68,20.23,15.85,7.48,8.92,21.51,176.0
Ahmedabad,2015,41.37,95.68,20.2,15.85,7.47,11.73,19.8,179.0
Ahmedabad,2015,44.56,95.68,20.06,15.85,7.49,11.23,22.77,175.0
Ahmedabad,2015,65.68,95.68,19.94,15.85,7.57,8.21,30.21,177.0
Ahmedabad,2015,33.34,95.68,20.27,15.85,7.3,6.41,32.95,175.0
Ahmedabad,2015,39.17,95.68,20.24,15.85,7.35,9.17,26.64,174.0
Ahmedabad,2015,34.0,95.68,20.1,15.85,7.41,9.64,17.17,179.0
Ahmedabad,2015,36.38,95.68,20.14,15.85,7.31,10.65,13.35,177.0
Ahmedabad,2015,38.35,95.68,20.16,15.85,7.41,9.33,18.59,180.0
Ahmedabad,2015,38.5,95.68,19.67,15.85,12.38,10.37,16.33,274.0
Ahmedabad,2015,39.61,95.68,14.84,15.85,17.31,10.76,5.38,310.0
Ahmedabad,2015,61.79,95.68,14.82,15.85,17.24,12.39,8.06,303.0
Ahmedabad,2015,43.22,95.68,14.82,15.85,17.17,11.68,37.87,302.0
Ahmedabad,2015,33.41,95.68,14.86,15.85,17.12,12.96,86.83,302.0
Ahmedabad,2015,36.9,95.68,14.85,15.85,17.08,4.73,54.01,302.0
Ahmedabad,2015,36.36,95.68,14.79,15.85,17.11,8.86,77.3,302.0
Ahmedabad,2015,32.64,95.68,14.84,15.85,17.01,7.05,62.31,302.0
Ahmedabad,2015,38.23,95.68,14.89,15.85,17.07,10.9,55.94,302.0
Ahmedabad,2015,39.86,95.68,14.83,15.85,16.98,10.02,96.83,301.0
Ahmedabad,2015,72.74,95.68,14.84,15.85,17.04,4.23,99.03,302.0
Ahmedabad,2015,43.2,95.68,14.86,15.85,17.05,5.96,59.99,302.0
Ahmedabad,2015,63.2,95.68,14.82,15.85,17.03,3.69,7.57,302.0
Ahmedabad,2015,64.73,95.68,14.82,15.85,17.01,6.45,12.13,302.0
Ahmedabad,2015,65.28,95.68,14.85,15.85,17.04,6.13,18.2,301.0
Ahmedabad,2015,67.86,95.68,14.87,15.85,16.97,8.87,16.53,302.0
Ahmedabad,2015,52.4,95.68,14.81,15.85,16.97,9.89,22.55,301.0
Ahmedabad,2015,33.33,95.68,14.89,15.85,16.95,6.88,33.58,302.0
Ahmedabad,2015,29.52,95.68,14.88,15.85,16.94,8.56,40.65,301.0
Ahmedabad,2015,15.53,95.68,14.85,15.85,17.0,15.13,34.18,301.0
Ahmedabad,2015,57.51,95.68,50.9,15.85,16.31,8.73,15.39,118.0
Ahmedabad,2015,50.24,95.68,12.31,15.85,9.46,11.63,13.61,226.0
Ahmedabad,2015,61.77,95.68,15.43,15.85,8.68,8.1,18.69,276.0
Ahmedabad,2015,46.93,95.68,11.47,15.85,7.14,7.92,19.03,209.0
Ahmedabad,2015,43.01,95.68,9.96,15.85,6.82,11.58,20.59,179.0
Ahmedabad,2015,42.06,95.68,11.35,15.85,8.43,11.63,28.09,197.0
Ahmedabad,2015,44.94,95.68,10.94,15.85,7.14,5.85,59.38,229.0
Ahmedabad,2015,29.58,95.68,9.94,15.85,6.61,8.82,42.9,170.0
Ahmedabad,2015,32.15,95.68,9.7,15.85,6.5,9.2,39.02,164.0
Ahmedabad,2015,36.33,95.68,12.88,15.85,7.68,8.28,43.35,195.0
Ahmedabad,2015,24.46,95.68,10.99,15.85,8.45,12.59,44.55,220.0
Ahmedabad,2015,27.08,95.68,12.25,15.85,9.95,9.51,12.46,118.0
Ahmedabad,2015,59.29,95.68,9.68,15.85,9.21,5.98,7.69,217.0
Ahmedabad,2015,65.32,95.68,9.62,15.85,10.61,3.69,4.74,254.0
Ahmedabad,2015,47.39,95.68,10.48,15.85,9.26,7.72,7.71,241.0
Ahmedabad,2015,43.88,95.68,19.75,15.85,8.69,4.83,11.53,244.0
Ahmedabad,2015,28.35,95.68,13.62,15.85,9.05,7.47,15.95,243.0
Ahmedabad,2015,3.59,95.68,14.17,15.85,11.26,9.6,20.38,244.0
Ahmedabad,2015,3.04,95.68,21.5,15.85,16.31,13.73,30.05,327.0
Ahmedabad,2015,19.14,95.68,30.6,15.85,10.33,10.96,29.36,390.0
Ahmedabad,2015,69.12,95.68,32.41,15.85,8.85,15.63,28.45,231.0
Ahmedabad,2015,76.41,95.68,34.7,15.85,17.96,15.44,31.49,396.0
Ahmedabad,2015,102.49,95.68,37.85,15.85,33.31,27.32,24.85,731.0
Ahmedabad,2015,127.94,95.68,28.38,15.85,11.14,25.59,15.17,466.0
Ahmedabad,2015,87.18,95.68,21.51,15.85,7.83,6.98,23.17,230.0
Ahmedabad,2015,99.73,95.68,30.23,15.85,20.16,32.74,20.91,309.0
Ahmedabad,2015,84.15,95.68,32.1,15.85,15.83,19.37,23.12,519.0
Ahmedabad,2015,92.12,95.68,32.5,15.85,18.21,31.75,29.97,397.0
Ahmedabad,2015,94.02,95.68,36.97,15.85,27.14,24.88,23.51,517.0
Ahmedabad,2015,150.27,95.68,34.86,15.85,15.9,26.35,31.96,653.0
Ahmedabad,2015,118.91,95.68,29.22,15.85,5.42,79.47,24.89,355.0
Ahmedabad,2015,91.41,95.68,23.45,15.85,5.19,25.44,6.25,227.0
Ahmedabad,2015,95.9,95.68,33.63,15.85,10.38,30.06,27.34,316.0
Ahmedabad,2015,137.87,95.68,32.98,15.85,20.2,21.89,17.41,536.0
Ahmedabad,2015,90.71,95.68,25.73,15.85,18.12,17.89,26.02,370.0
Ahmedabad,2015,108.68,95.68,32.87,15.85,17.03,22.59,19.56,551.0
Ahmedabad,2015,98.79,95.68,31.2,15.85,17.72,26.09,30.19,393.0
Ahmedabad,2015,145.75,95.68,34.71,15.85,20.61,24.66,95.94,671.0
Ahmedabad,2015,179.43,95.68,39.42,15.85,52.33,39.15,112.01,969.0
Ahmedabad,2015,170.52,95.68,35.22,15.85,15.49,34.03,53.98,471.0
Ahmedabad,2015,203.4,95.68,36.63,15.85,23.03,94.3,5.36,529.0
Ahmedabad,2015,92.71,95.68,30.65,15.85,12.92,42.08,72.86,118.0
Ahmedabad,2015,64.66,95.68,23.83,15.85,4.79,34.4,24.76,213.0
Ahmedabad,2015,78.14,95.68,28.93,15.85,10.58,44.91,35.56,297.0
Ahmedabad,2015,100.17,95.68,34.16,15.85,32.27,27.73,23.95,605.0
Ahmedabad,2015,147.35,95.68,39.1,15.85,34.64,46.09,26.43,691.0
Ahmedabad,2015,206.89,95.68,55.67,15.85,145.32,20.47,38.0,971.0
Ahmedabad,2015,114.84,95.68,40.31,15.85,38.09,22.94,30.19,118.0
Ahmedabad,2015,89.64,95.68,25.75,15.85,5.42,44.92,43.04,270.0
Ahmedabad,2015,51.72,95.68,21.15,15.85,1.89,37.31,66.58,188.0
Ahmedabad,2015,54.59,95.68,18.33,15.85,2.31,19.08,42.43,114.0
Ahmedabad,2015,46.5,95.68,12.1,15.85,1.22,13.73,61.56,143.0
Ahmedabad,2015,122.54,95.68,44.2,15.85,75.42,13.78,60.66,118.0
Ahmedabad,2015,147.18,95.68,36.87,15.85,33.06,21.24,131.12,557.0
Ahmedabad,2015,214.67,95.68,42.21,15.85,57.37,22.18,30.84,118.0
Ahmedabad,2015,207.13,95.68,35.31,15.85,28.41,50.33,30.84,536.0
Ahmedabad,2015,191.01,95.68,50.11,15.85,39.61,40.78,27.9,354.0
Ahmedabad,2015,192.35,95.68,29.04,15.85,9.39,29.18,33.21,381.0
Ahmedabad,2015,127.64,95.68,31.91,15.85,6.74,26.94,47.33,355.0
Ahmedabad,2016,48.57,95.68,21.69,15.85,0.89,9.16,30.84,118.0
Ahmedabad,2016,33.02,95.68,28.91,15.85,11.69,1.38,36.04,118.0
Ahmedabad,2016,27.29,95.68,28.12,15.85,9.81,1.61,39.26,272.0
Ahmedabad,2016,41.43,95.68,31.82,15.85,10.45,1.7,28.05,253.0
Ahmedabad,2016,30.16,95.68,15.99,15.85,10.41,1.6,23.76,256.0
Ahmedabad,2016,29.42,95.68,10.11,15.85,9.39,1.57,16.42,257.0
Ahmedabad,2016,20.87,95.68,7.49,15.85,9.04,1.6,14.27,213.0
Ahmedabad,2016,35.08,95.68,6.52,15.85,8.36,1.63,19.44,218.0
Ahmedabad,2016,40.23,95.68,2.79,15.85,8.68,1.69,15.16,214.0
Ahmedabad,2016,54.25,95.68,2.78,15.85,8.11,1.42,18.46,207.0
Ahmedabad,2016,49.04,95.68,1.65,15.85,7.38,1.44,15.33,169.0
Ahmedabad,2016,35.87,95.68,1.67,15.85,7.5,1.53,17.0,118.0
Ahmedabad,2016,46.3,95.68,1.8,15.85,7.3,1.8,24.0,118.0
Ahmedabad,2016,39.15,95.68,1.9,15.85,7.05,1.4,15.0,118.0
Ahmedabad,2016,45.3,95.68,2.5,15.85,6.7,0.9,27.0,118.0
Ahmedabad,2016,43.61,95.68,3.93,15.85,7.7,1.32,21.64,118.0
Ahmedabad,2016,34.89,95.68,11.73,15.85,24.46,14.6,82.14,118.0
