City,Year,PM2.5,PM10,NO2,NH3,CO,SO2,O3,AQI
Jaipur,2018,55.22,134.5,47.85,23.49,1.2,9.81,45.99,133.0
Jaipur,2018,47.13,149.6,41.97,20.16,0.67,10.37,24.9,126.0
Jaipur,2018,43.63,145.77,42.68,23.55,0.82,8.84,34.09,133.0
Jaipur,2018,50.2,145.28,36.64,21.3,0.69,10.57,60.08,137.0
Jaipur,2018,41.0,110.91,37.36,17.9,0.71,11.16,74.39,124.0
Jaipur,2018,33.6,95.43,34.5,15.99,0.76,11.81,84.96,116.0
Jaipur,2018,44.62,117.03,29.87,15.79,0.78,11.13,81.08,113.0
Jaipur,2018,41.72,102.34,39.72,19.97,0.78,9.02,50.35,115.0
Jaipur,2018,56.15,170.32,34.22,16.37,0.67,8.62,48.83,125.0
Jaipur,2018,52.94,137.88,29.2,20.57,0.73,9.33,71.21,146.0
Jaipur,2018,40.63,99.92,29.49,19.85,0.79,7.61,69.35,113.0
Jaipur,2018,48.33,99.02,38.26,17.58,0.73,8.77,53.65,117.0
Jaipur,2018,56.76,120.57,40.11,18.28,0.69,10.05,62.13,139.0
Jaipur,2018,56.16,122.38,48.03,23.62,1.17,10.06,42.88,121.0
Jaipur,2018,76.01,193.53,53.0,30.64,1.67,10.24,31.33,172.0
Jaipur,2018,49.92,145.62,34.58,19.53,0.86,11.31,43.54,140.0
Jaipur,2018,46.52,123.85,34.81,20.63,0.91,10.16,76.41,131.0
Jaipur,2018,60.9,165.81,35.24,19.86,0.72,11.24,66.68,151.0
Jaipur,2018,43.4,128.46,28.65,15.82,0.56,11.76,87.17,140.0
Jaipur,2018,54.63,150.31,26.69,21.56,0.72,9.94,100.86,134.0
Jaipur,2018,60.99,147.7,29.31,24.15,0.84,10.63,98.23,150.0
Jaipur,2018,62.79,164.25,33.62,19.23,0.83,9.35,91.4,181.0
Jaipur,2018,55.95,159.23,37.81,21.97,1.18,13.25,44.35,142.0
Jaipur,2018,62.98,168.6,35.89,21.16,0.74,11.46,70.08,151.0
Jaipur,2018,56.87,165.54,24.82,19.91,0.77,9.65,97.55,145.0
Jaipur,2018,45.6,130.82,34.27,27.39,1.03,8.96,93.05,157.0
Jaipur,2018,49.85,131.99,22.81,35.65,1.06,7.76,104.05,158.0
Jaipur,2018,39.81,114.73,25.52,28.36,0.8,7.84,98.39,127.0
Jaipur,2018,48.96,132.35,28.91,30.81,0.53,7.77,80.06,129.0
Jaipur,2018,42.24,107.11,30.38,25.95,0.66,6.34,70.35,116.0
Jaipur,2018,26.2,57.9,25.04,32.85,0.52,4.2,59.07,100.0
Jaipur,2018,27.64,67.81,39.4,21.54,0.68,7.09,43.98,97.0
Jaipur,2018,33.56,96.36,36.24,21.58,0.64,8.4,65.62,124.0
Jaipur,2018,37.67,114.8,35.9,23.19,0.6,7.43,60.73,125.0
Jaipur,2018,57.56,188.52,40.43,27.59,0.63,5.59,37.98,130.0
Jaipur,2018,51.78,162.73,35.93,23.86,0.61,7.5,40.94,153.0
Jaipur,2018,54.55,155.48,37.14,23.45,0.58,7.97,59.38,149.0
Jaipur,2018,64.1,167.26,45.78,28.08,0.78,7.73,45.28,140.0
Jaipur,2018,79.58,283.19,38.54,25.2,0.85,9.92,45.52,202.0
Jaipur,2018,126.39,476.74,30.55,18.35,0.53,6.64,66.89,434.0
Jaipur,2018,36.29,123.99,34.2,21.84,0.5,8.73,70.82,185.0
Jaipur,2018,96.02,109.14,33.55,22.12,0.7,6.96,71.61,173.0
Jaipur,2018,98.88,132.15,48.53,19.74,1.15,9.55,49.49,124.0
Jaipur,2018,56.46,141.44,60.46,25.05,1.19,9.46,42.43,157.0
Jaipur,2018,55.72,167.8,49.13,22.9,0.84,10.84,46.37,136.0
Jaipur,2018,76.08,203.97,53.92,27.11,0.71,10.29,42.32,176.0
Jaipur,2018,58.94,182.58,44.65,21.43,0.66,7.69,39.32,179.0
Jaipur,2018,56.72,181.87,32.45,11.99,0.5,5.78,68.36,157.0
Jaipur,2018,53.42,182.6,34.49,24.11,0.46,5.95,52.55,158.0
Jaipur,2018,56.81,210.23,40.11,38.78,0.7,7.74,51.24,147.0
Jaipur,2018,65.79,224.58,29.32,25.56,0.6,5.51,56.0,168.0
Jaipur,2018,47.86,155.74,26.94,16.3,0.49,7.75,85.36,172.0
Jaipur,2018,51.16,132.15,25.09,18.38,0.73,7.2,101.61,150.0
Jaipur,2018,60.11,148.22,34.71,18.5,0.77,8.75,111.96,160.0
Jaipur,2018,67.36,168.37,25.6,11.54,0.67,8.65,94.99,171.0
Jaipur,2018,53.19,145.71,26.45,17.04,0.86,10.8,84.84,176.0
Jaipur,2018,96.38,295.96,29.69,20.09,0.96,7.31,90.6,250.0
Jaipur,2018,55.01,148.03,24.3,18.82,0.74,8.61,87.99,181.0
Jaipur,2018,52.1,126.26,35.04,13.08,0.84,8.44,83.94,153.0
Jaipur,2018,60.83,146.01,46.07,14.23,0.8,9.23,69.54,137.0
Jaipur,2018,55.45,155.01,36.61,12.97,0.94,9.43,55.5,157.0
Jaipur,2018,76.41,223.93,32.45,12.29,1.85,10.77,47.12,152.0
Jaipur,2018,83.35,266.9,24.54,11.79,1.77,10.47,70.44,255.0
Jaipur,2018,78.39,202.16,27.49,9.0,2.1,10.55,56.62,204.0
Jaipur,2018,71.69,196.66,41.27,12.65,2.11,11.15,68.29,194.0
Jaipur,2018,70.42,199.7,37.41,11.81,0.8,12.09,75.99,181.0
Jaipur,2018,56.88,153.33,38.21,12.85,0.91,11.27,74.15,156.0
Jaipur,2018,66.11,166.85,16.03,18.77,0.88,8.6,98.27,161.0
Jaipur,2018,54.57,223.76,21.16,19.62,0.83,9.45,93.77,172.0
Jaipur,2018,57.33,143.79,19.16,19.17,0.82,9.83,106.57,193.0
Jaipur,2018,68.99,189.57,27.86,21.62,1.07,11.69,91.18,160.0
Jaipur,2018,75.45,203.48,36.46,21.7,0.97,11.24,73.61,199.0
Jaipur,2018,61.93,168.39,30.38,23.1,0.86,16.49,101.63,171.0
Jaipur,2018,68.44,159.11,54.59,38.58,1.15,10.24,74.21,169.0
Jaipur,2018,56.84,138.06,44.26,33.24,1.03,12.22,71.11,174.0
Jaipur,2018,63.49,196.27,27.59,17.05,0.61,10.01,75.28,153.0
Jaipur,2018,70.45,188.11,41.91,14.22,0.93,15.87,77.68,169.0
Jaipur,2018,64.81,161.76,29.36,11.97,0.85,10.39,80.15,170.0
Jaipur,2018,59.09,190.37,22.64,17.28,0.98,10.23,48.49,146.0
Jaipur,2018,50.38,137.75,33.95,22.41,0.9,10.31,61.73,138.0
Jaipur,2018,71.04,179.51,24.45,16.23,0.9,12.89,53.89,150.0
Jaipur,2018,116.5,491.01,22.31,18.84,0.81,11.85,61.13,379.0
Jaipur,2018,69.06,219.89,19.95,12.8,0.61,10.85,52.37,265.0
Jaipur,2018,79.44,234.51,20.29,12.03,0.9,11.14,41.93,190.0
Jaipur,2018,79.41,225.77,12.82,14.82,0.74,9.03,70.1,210.0
Jaipur,2018,59.58,191.06,15.35,13.97,0.82,8.07,94.49,189.0
Jaipur,2018,69.5,197.39,17.07,14.55,0.82,8.76,77.34,132.0
Jaipur,2018,83.02,256.32,19.03,16.57,0.81,8.28,35.54,220.0
Jaipur,2018,49.28,101.89,18.54,23.33,0.53,10.74,30.99,160.0
Jaipur,2018,45.19,113.8,18.04,20.35,0.5,11.19,49.77,100.0
Jaipur,2018,49.5,152.0,18.3,19.28,0.44,9.54,50.65,118.0
Jaipur,2018,73.33,248.63,22.09,28.49,0.7,10.04,39.2,169.0
Jaipur,2018,84.79,361.08,18.75,22.76,0.56,9.3,38.38,285.0
Jaipur,2018,92.4,324.0,15.67,20.29,0.4,6.74,47.67,269.0
Jaipur,2018,70.52,216.17,19.28,24.1,0.54,9.06,50.32,264.0
Jaipur,2018,62.62,158.06,23.54,19.88,0.55,9.4,47.06,155.0
Jaipur,2018,54.54,130.08,24.46,20.21,0.48,9.07,42.86,128.0
Jaipur,2018,79.91,239.87,21.54,18.18,0.48,9.68,53.41,161.0
Jaipur,2018,58.91,125.66,20.24,14.42,0.47,8.23,62.32,162.0
Jaipur,2018,51.15,99.87,22.97,18.94,0.54,13.27,61.32,111.0
Jaipur,2018,83.77,198.31,25.52,19.51,0.83,13.19,65.73,160.0
Jaipur,2018,71.26,145.43,30.02,24.08,0.77,10.2,60.59,173.0
Jaipur,2018,69.38,143.46,19.31,32.96,0.56,10.28,61.66,156.0
Jaipur,2018,60.2,116.5,19.87,40.99,0.66,9.77,62.2,132.0
Jaipur,2018,52.05,93.53,18.64,30.81,0.64,8.21,58.03,100.0
Jaipur,2018,46.38,80.01,21.35,27.42,0.75,9.73,51.49,90.0
Jaipur,2018,53.68,70.62,23.61,25.29,0.8,9.54,23.74,94.0
Jaipur,2018,54.1,45.71,12.34,21.52,0.64,10.02,41.04,155.0
Jaipur,2018,77.05,50.54,15.56,17.72,0.52,8.04,30.16,123.0
Jaipur,2018,73.53,66.1,14.69,11.11,0.55,9.04,34.25,135.0
Jaipur,2018,92.72,127.94,22.37,14.91,0.3,10.73,28.59,153.0
Jaipur,2018,42.08,92.06,20.43,14.54,0.55,10.97,29.6,151.0
Jaipur,2018,42.91,64.43,18.48,12.28,0.54,11.7,31.25,94.0
Jaipur,2018,45.51,75.61,16.82,11.13,0.48,11.0,34.1,89.0
Jaipur,2018,79.95,132.67,15.53,10.0,0.59,9.44,32.81,154.0
Jaipur,2018,51.39,164.14,16.71,9.21,0.75,10.3,49.06,155.0
Jaipur,2018,62.56,171.89,17.3,8.63,0.89,10.34,56.81,141.0
Jaipur,2018,61.82,174.4,18.38,9.48,0.78,10.72,57.03,154.0
Jaipur,2018,61.97,169.73,16.79,9.9,0.77,9.83,59.01,157.0
Jaipur,2018,53.08,125.02,15.06,13.56,0.72,8.84,56.39,136.0
Jaipur,2018,51.71,82.22,18.88,16.77,0.68,8.4,37.09,108.0
Jaipur,2018,66.31,82.09,17.37,14.28,0.73,9.51,32.42,142.0
Jaipur,2018,27.49,55.56,18.46,11.97,0.63,10.32,29.86,90.0
Jaipur,2018,26.18,59.32,18.85,11.89,0.62,8.47,32.24,60.0
Jaipur,2018,25.63,41.93,23.25,11.22,0.79,8.56,31.86,62.0
Jaipur,2018,39.39,52.99,21.92,14.39,0.65,9.6,33.6,86.0
Jaipur,2018,20.77,49.09,20.3,20.57,0.58,9.32,33.19,67.0
Jaipur,2018,70.35,62.93,18.46,27.07,0.57,10.16,32.39,134.0
Jaipur,2018,25.27,50.27,19.14,21.18,0.74,9.16,29.67,83.0
Jaipur,2018,35.41,73.79,17.72,15.18,0.63,8.33,29.51,81.0
Jaipur,2018,61.42,58.65,14.77,9.6,0.68,7.23,23.64,130.0
Jaipur,2018,22.64,51.94,16.73,10.57,0.6,6.87,20.56,89.0
Jaipur,2018,25.16,58.85,14.22,10.48,0.63,8.89,22.8,57.0
Jaipur,2018,35.17,56.67,13.68,9.7,0.58,12.59,23.79,73.0
Jaipur,2018,31.45,74.65,12.75,9.25,0.71,10.01,20.22,66.0
Jaipur,2018,55.96,154.02,16.85,7.75,0.58,8.96,18.44,114.0
Jaipur,2018,52.41,137.81,16.53,7.49,0.49,9.81,25.3,132.0
Jaipur,2018,48.42,115.76,17.69,7.43,0.52,8.71,19.37,117.0
Jaipur,2018,50.68,122.45,15.94,7.11,0.42,9.76,18.87,115.0
Jaipur,2018,44.09,107.31,17.26,9.96,0.45,10.03,19.16,107.0
Jaipur,2018,53.4,139.8,31.33,15.13,0.48,9.76,28.43,114.0
Jaipur,2018,63.97,178.41,30.99,18.31,0.51,8.75,47.11,147.0
Jaipur,2018,68.84,191.11,20.59,11.37,0.53,8.6,52.35,158.0
Jaipur,2018,68.51,187.2,27.2,10.0,0.69,9.41,41.62,165.0
Jaipur,2018,61.58,173.12,23.91,10.65,0.69,10.74,36.23,154.0
Jaipur,2018,60.62,164.36,24.05,7.11,0.69,9.3,34.4,153.0
Jaipur,2018,50.47,133.34,22.21,8.67,0.73,10.37,31.14,129.0
Jaipur,2018,54.87,113.08,26.42,9.47,0.91,8.0,32.71,113.0
Jaipur,2018,51.27,92.53,21.8,12.7,0.83,7.59,31.31,118.0
Jaipur,2018,28.7,54.06,19.36,15.3,0.75,9.74,36.08,93.0
Jaipur,2018,34.8,75.27,24.58,17.23,0.75,11.08,27.59,69.0
Jaipur,2018,37.53,82.0,23.6,11.67,0.66,7.66,24.11,79.0
Jaipur,2018,26.76,76.2,20.85,9.43,0.59,7.26,25.35,79.0
Jaipur,2018,35.63,98.64,20.43,9.12,0.65,7.17,33.16,82.0
Jaipur,2018,51.3,106.87,21.97,11.66,0.77,9.28,30.22,100.0
Jaipur,2018,73.24,174.59,20.69,12.89,0.64,11.23,25.3,158.0
Jaipur,2018,38.92,63.99,19.6,14.62,0.74,10.39,26.32,115.0
Jaipur,2018,32.28,50.48,14.35,13.96,0.61,8.93,33.85,61.0
Jaipur,2018,33.39,59.66,17.54,13.72,0.72,10.47,37.38,74.0
Jaipur,2018,25.88,54.67,19.22,12.38,0.82,10.13,22.25,75.0
Jaipur,2018,28.61,63.08,18.9,16.35,0.9,9.34,15.29,74.0
Jaipur,2018,29.54,74.71,20.9,16.55,0.82,10.09,20.84,79.0
Jaipur,2018,39.29,72.22,22.76,14.75,0.73,10.06,20.31,84.0
Jaipur,2018,28.67,54.46,21.23,12.91,0.67,10.24,15.52,69.0
Jaipur,2018,29.88,66.95,20.67,11.54,0.6,8.77,19.43,87.0
Jaipur,2018,29.4,66.07,21.68,11.29,0.59,9.0,18.62,70.0
Jaipur,2018,34.97,89.44,21.09,10.76,0.54,8.74,23.44,75.0
Jaipur,2018,42.25,121.42,23.04,11.73,0.75,9.08,22.87,100.0
Jaipur,2018,44.1,184.45,23.31,12.09,0.74,10.98,29.72,157.0
Jaipur,2018,28.57,81.65,19.4,12.2,0.75,11.17,25.5,100.0
Jaipur,2018,44.67,142.72,19.92,12.24,0.65,9.56,20.82,111.0
Jaipur,2018,38.23,108.97,18.28,12.9,0.57,11.33,22.11,127.0
Jaipur,2018,31.62,82.3,19.36,11.93,0.62,11.67,21.7,79.0
Jaipur,2018,28.93,58.8,20.51,12.89,0.64,11.05,17.52,80.0
Jaipur,2018,30.21,52.13,24.24,14.5,0.66,10.92,15.95,60.0
Jaipur,2018,34.05,75.55,24.24,18.11,0.71,11.25,18.1,68.0
Jaipur,2018,45.64,125.37,22.44,16.1,0.75,11.59,18.88,94.0
Jaipur,2018,45.95,111.45,23.44,12.55,0.71,11.5,20.8,122.0
Jaipur,2018,36.89,84.08,26.35,13.89,0.72,11.4,26.56,90.0
Jaipur,2018,29.7,66.71,18.53,14.45,0.73,10.5,25.61,89.0
Jaipur,2018,20.31,36.25,12.5,8.84,0.78,7.8,22.55,59.0
Jaipur,2018,32.94,69.66,15.6,9.7,0.78,8.4,13.27,68.0
Jaipur,2018,33.66,81.34,17.24,10.19,0.92,9.8,12.3,80.0
Jaipur,2018,36.18,86.86,18.96,11.99,0.69,10.89,18.57,90.0
Jaipur,2018,45.9,86.72,17.96,10.78,0.77,10.91,24.72,96.0
Jaipur,2018,47.34,93.5,21.39,11.76,0.71,11.19,24.79,104.0
Jaipur,2018,47.33,96.66,23.88,12.66,0.7,9.41,27.95,103.0
Jaipur,2018,43.96,95.56,22.94,11.46,0.71,8.59,34.71,99.0
Jaipur,2018,44.71,105.2,24.33,13.46,0.68,9.07,34.58,93.0
Jaipur,2018,48.12,108.36,25.65,17.29,0.84,9.87,28.52,105.0
Jaipur,2018,49.52,125.88,27.89,20.44,0.92,15.17,36.04,108.0
Jaipur,2018,48.99,131.03,29.68,27.4,0.95,11.49,41.56,120.0
Jaipur,2018,47.7,152.06,17.58,29.4,0.81,10.81,58.88,148.0
Jaipur,2018,17.46,42.51,14.55,24.27,0.72,11.13,27.01,81.0
Jaipur,2018,15.78,29.29,12.4,23.77,0.62,12.14,29.18,54.0
Jaipur,2018,22.0,49.27,18.08,21.8,0.89,10.45,18.05,62.0
Jaipur,2018,39.67,119.84,24.13,22.73,1.15,10.11,21.18,91.0
Jaipur,2018,52.7,148.79,24.82,25.21,1.21,8.09,20.58,135.0
Jaipur,2018,53.34,137.69,29.87,20.66,1.06,9.04,20.41,133.0
Jaipur,2018,57.85,133.41,28.89,23.72,1.34,11.1,25.73,134.0
Jaipur,2018,55.11,204.24,32.84,26.59,1.34,9.96,23.3,174.0
Jaipur,2018,50.9,169.67,30.4,24.82,1.14,10.08,24.86,151.0
Jaipur,2018,47.8,120.65,30.31,21.91,1.16,11.04,23.78,128.0
Jaipur,2018,52.83,130.6,27.83,27.81,1.28,14.15,27.09,125.0
Jaipur,2018,41.04,117.24,37.48,24.45,1.13,12.57,34.67,125.0
Jaipur,2018,42.35,86.8,35.71,22.74,0.98,9.8,51.58,101.0
Jaipur,2018,46.05,103.51,37.16,20.32,1.06,10.32,41.69,101.0
Jaipur,2018,46.46,118.1,32.3,21.12,0.95,10.31,45.55,103.0
Jaipur,2018,44.93,112.71,34.63,19.4,0.91,9.94,59.91,118.0
Jaipur,2018,44.43,104.33,41.0,19.02,1.1,10.18,53.06,116.0
Jaipur,2018,49.14,118.42,37.55,22.65,1.12,11.77,28.8,109.0
Jaipur,2018,69.46,149.94,36.41,27.93,1.01,16.05,35.97,121.0
Jaipur,2018,71.12,164.77,27.52,21.64,0.9,9.12,62.94,178.0
Jaipur,2018,61.36,135.2,28.83,17.21,0.92,8.56,63.73,137.0
Jaipur,2018,59.86,129.21,35.09,15.96,0.8,11.57,61.39,130.0
Jaipur,2018,65.77,175.48,36.45,14.96,0.9,11.12,55.39,142.0
Jaipur,2018,66.0,143.41,40.58,15.86,1.38,14.45,53.49,152.0
Jaipur,2018,85.38,156.8,42.5,24.55,1.43,13.89,27.12,195.0
Jaipur,2018,58.16,128.48,45.45,25.93,1.6,11.8,26.39,151.0
Jaipur,2018,67.49,147.49,59.26,27.25,1.36,13.06,28.91,149.0
Jaipur,2018,78.42,147.93,53.89,25.15,1.26,9.78,52.77,151.0
Jaipur,2018,72.99,136.15,47.86,24.57,1.54,9.25,61.5,180.0
Jaipur,2018,74.69,181.3,38.28,20.42,0.96,10.36,77.81,185.0
Jaipur,2018,60.43,113.03,47.36,22.14,1.28,9.52,53.21,163.0
Jaipur,2018,51.98,108.54,37.34,23.69,1.27,8.39,57.11,117.0
Jaipur,2018,59.1,121.51,42.32,24.74,1.3,9.23,47.41,135.0
Jaipur,2018,55.75,123.68,41.0,24.69,1.2,9.29,43.91,139.0
Jaipur,2018,62.72,131.48,35.17,24.39,1.02,9.15,61.83,146.0
Jaipur,2018,69.35,137.79,45.64,28.22,1.09,10.26,58.93,160.0
Jaipur,2018,80.31,151.56,44.02,27.6,1.07,12.13,70.93,186.0
Jaipur,2018,92.86,172.78,56.12,28.68,1.63,11.43,59.07,212.0
Jaipur,2018,80.37,168.18,54.2,24.58,1.62,11.32,48.61,219.0
Jaipur,2018,60.99,192.07,50.16,22.85,1.43,9.62,102.73,218.0
Jaipur,2018,71.04,159.56,55.17,22.34,1.91,13.46,56.74,195.0
Jaipur,2018,63.12,139.07,58.43,26.49,1.92,8.24,45.11,194.0
Jaipur,2018,49.51,111.45,50.46,21.28,1.44,11.34,40.8,142.0
Jaipur,2018,79.78,155.07,40.36,19.89,1.08,9.9,41.88,169.0
Jaipur,2018,44.83,96.51,44.42,20.85,0.95,9.49,39.54,120.0
Jaipur,2018,74.94,143.3,51.35,19.99,1.4,10.95,39.45,145.0
Jaipur,2018,74.51,147.91,46.85,16.08,1.53,16.96,36.81,141.0
Jaipur,2018,106.88,228.55,29.13,14.73,1.96,27.32,41.57,250.0
Jaipur,2018,108.86,256.31,34.38,21.6,2.74,14.94,41.49,243.0
Jaipur,2018,99.02,243.42,44.37,17.78,2.65,12.17,43.69,258.0
Jaipur,2018,60.18,171.85,55.83,20.19,2.42,10.39,41.03,175.0
Jaipur,2018,70.21,171.55,56.75,19.89,2.39,15.29,32.75,164.0
Jaipur,2018,73.57,193.07,64.22,19.49,2.46,11.52,21.63,202.0
Jaipur,2018,56.53,120.91,56.95,14.39,1.26,10.2,48.12,139.0
Jaipur,2018,84.76,179.8,68.0,18.3,1.53,7.17,28.87,158.0
Jaipur,2018,87.76,180.6,60.76,17.31,1.4,10.46,41.94,210.0
Jaipur,2018,77.87,171.56,47.14,21.08,1.96,9.88,33.16,193.0
Jaipur,2018,67.8,132.79,41.75,15.08,1.21,12.13,58.23,184.0
Jaipur,2018,59.2,123.11,46.42,13.44,1.24,11.45,61.44,132.0
Jaipur,2018,68.34,145.57,51.87,21.02,1.29,11.07,31.97,159.0
Jaipur,2018,87.81,160.78,47.29,16.6,1.74,13.14,52.16,161.0
Jaipur,2018,72.61,144.07,41.72,11.04,0.99,12.48,73.92,201.0
Jaipur,2018,70.4,168.41,46.13,14.94,1.16,12.7,52.86,175.0
Jaipur,2018,74.86,159.27,43.16,20.48,1.49,13.3,49.72,157.0
Jaipur,2018,92.15,193.58,41.7,23.81,1.71,11.59,32.84,220.0
Jaipur,2018,63.6,139.42,47.57,17.38,1.24,10.68,42.32,176.0
Jaipur,2018,67.29,132.45,39.88,13.18,1.13,13.03,77.62,149.0
Jaipur,2018,82.51,150.3,36.11,12.35,1.14,10.07,76.29,175.0
Jaipur,2018,73.02,159.61,43.46,10.9,1.39,9.53,48.1,198.0
Jaipur,2018,69.45,171.07,37.52,15.13,1.85,13.0,30.05,159.0
Jaipur,2018,73.56,177.14,45.95,20.92,1.87,13.79,27.97,180.0
Jaipur,2018,71.73,159.49,47.58,20.88,1.51,12.63,38.64,184.0
Jaipur,2018,71.78,154.57,49.84,22.92,1.74,11.81,31.94,184.0
Jaipur,2018,59.35,135.66,46.31,20.89,1.53,17.2,41.29,154.0
Jaipur,2018,62.76,147.49,47.89,21.22,1.53,17.2,37.25,143.0
Jaipur,2018,74.1,148.21,47.68,26.67,1.63,15.92,38.44,173.0
Jaipur,2018,55.16,128.71,41.09,22.4,1.37,20.16,42.89,163.0
Jaipur,2018,62.2,131.45,42.12,23.52,1.44,19.89,45.1,158.0
Jaipur,2018,74.88,142.75,44.12,25.28,1.71,19.87,39.29,168.0
Jaipur,2018,74.13,145.21,44.22,23.16,1.57,17.52,40.62,185.0
Jaipur,2018,63.82,132.43,36.56,20.59,1.0,16.02,66.08,162.0
Jaipur,2018,55.57,95.9,34.55,20.84,0.91,8.99,57.6,127.0
Jaipur,2018,42.72,80.8,38.22,17.55,0.97,8.75,34.36,94.0
Jaipur,2018,32.37,74.59,39.1,15.67,0.86,9.44,42.84,88.0
Jaipur,2018,37.28,80.6,43.15,15.5,0.81,9.86,37.65,80.0
Jaipur,2018,37.75,184.78,36.18,14.2,0.92,10.88,40.2,163.0
Jaipur,2018,38.53,97.21,35.52,15.93,1.09,13.18,47.35,109.0
Jaipur,2018,42.37,114.26,39.21,16.3,1.31,11.59,39.36,108.0
Jaipur,2018,64.83,196.71,50.9,18.6,1.95,9.98,28.43,163.0
Jaipur,2018,86.29,188.66,52.17,21.22,1.95,11.88,28.96,205.0
Jaipur,2018,110.36,192.65,46.93,22.31,2.17,10.81,30.54,244.0
Jaipur,2018,65.08,142.72,44.77,18.88,1.18,9.44,41.4,201.0
Jaipur,2018,63.37,124.86,34.44,17.76,0.95,10.25,67.92,154.0
Jaipur,2018,62.08,133.18,41.02,20.08,1.31,12.24,55.13,144.0
Jaipur,2018,54.27,133.25,41.7,21.02,1.08,15.93,39.63,135.0
Jaipur,2018,54.98,142.13,41.21,27.06,1.77,17.73,27.87,122.0
Jaipur,2018,96.51,160.86,37.01,21.47,1.24,16.97,26.57,214.0
Jaipur,2018,87.99,150.5,40.43,21.78,1.32,19.57,27.74,212.0
Jaipur,2018,90.45,175.54,45.19,28.43,1.92,12.89,26.59,213.0
Jaipur,2018,98.76,173.96,38.6,29.55,1.63,13.73,32.67,238.0
Jaipur,2018,135.19,184.89,44.47,33.27,2.0,14.5,28.89,239.0
Jaipur,2019,113.17,212.37,47.56,30.17,1.84,16.89,36.04,275.0
Jaipur,2019,76.03,190.06,46.22,25.62,1.66,15.89,32.9,173.0
Jaipur,2019,98.19,167.25,45.85,24.2,1.12,19.49,30.52,232.0
Jaipur,2019,65.04,140.16,38.01,21.58,1.06,22.65,37.85,203.0
Jaipur,2019,63.41,130.37,25.45,19.01,0.8,13.07,61.45,134.0
Jaipur,2019,98.16,173.96,29.73,19.69,1.05,11.12,52.22,196.0
Jaipur,2019,50.19,108.94,32.05,20.1,0.82,14.19,45.11,179.0
Jaipur,2019,70.88,154.85,40.04,21.9,1.09,17.31,35.76,123.0
Jaipur,2019,65.03,144.19,30.68,19.42,0.98,15.86,38.67,158.0
Jaipur,2019,65.24,145.13,27.58,23.16,1.42,11.8,37.97,141.0
Jaipur,2019,50.08,109.93,27.8,21.15,1.03,11.48,53.55,126.0
Jaipur,2019,70.83,148.73,28.84,23.65,1.16,15.38,59.19,130.0
Jaipur,2019,68.0,151.52,28.75,23.17,0.89,16.28,62.46,174.0
Jaipur,2019,49.54,118.65,23.87,20.99,0.74,17.6,49.14,144.0
Jaipur,2019,58.11,144.21,31.85,26.98,1.57,18.46,34.28,122.0
Jaipur,2019,58.36,145.41,26.29,27.04,1.25,15.56,40.67,175.0
Jaipur,2019,68.19,174.82,34.61,24.26,1.28,16.52,46.79,131.0
Jaipur,2019,76.46,199.04,37.4,34.27,1.85,19.45,42.24,191.0
Jaipur,2019,93.52,204.21,24.58,33.43,1.66,18.23,34.68,243.0
Jaipur,2019,64.56,139.62,20.26,23.64,1.09,22.47,42.14,176.0
Jaipur,2019,60.48,136.56,16.53,19.15,0.91,20.26,45.35,124.0
Jaipur,2019,44.36,84.68,17.62,24.75,0.92,17.52,28.28,131.0
Jaipur,2019,44.62,104.94,23.65,25.92,0.8,22.04,32.06,99.0
Jaipur,2019,52.33,120.1,22.69,23.32,0.79,18.41,38.57,109.0
Jaipur,2019,37.73,128.72,22.47,22.58,0.69,11.0,35.6,129.0
Jaipur,2019,43.55,89.54,18.45,18.55,0.72,10.26,42.7,89.0
Jaipur,2019,46.7,94.5,22.82,18.59,0.87,11.39,38.33,89.0
Jaipur,2019,56.01,115.61,25.32,21.58,1.16,13.56,29.3,118.0
Jaipur,2019,47.51,109.38,24.17,19.87,1.05,12.25,35.66,130.0
Jaipur,2019,42.38,116.55,23.48,22.27,1.15,9.88,39.17,115.0
Jaipur,2019,35.72,90.54,17.64,17.94,0.86,12.95,52.58,100.0
Jaipur,2019,51.65,127.06,18.38,18.38,0.88,11.9,35.74,102.0
Jaipur,2019,60.0,126.12,19.26,20.22,1.07,10.13,37.83,138.0
Jaipur,2019,67.4,136.68,19.99,21.17,1.08,11.35,44.31,159.0
Jaipur,2019,58.23,122.01,21.47,20.09,1.06,10.6,53.22,182.0
Jaipur,2019,59.43,132.47,23.02,20.81,1.36,12.14,54.55,151.0
Jaipur,2019,54.13,116.91,25.39,23.8,1.31,11.4,44.72,151.0
Jaipur,2019,52.17,138.74,23.04,23.32,1.03,9.66,33.03,130.0
Jaipur,2019,50.76,130.76,21.84,20.85,0.98,13.03,42.95,127.0
Jaipur,2019,48.6,114.07,28.3,25.39,1.83,14.17,36.72,115.0
Jaipur,2019,52.06,119.98,38.73,29.54,1.69,10.68,42.35,128.0
Jaipur,2019,45.82,103.34,34.07,27.63,1.26,9.57,48.86,115.0
Jaipur,2019,47.75,103.97,31.9,28.93,1.16,10.23,59.92,107.0
Jaipur,2019,45.85,100.35,30.14,28.48,1.19,14.76,64.44,108.0
Jaipur,2019,42.63,93.74,33.57,33.31,1.08,10.92,44.74,97.0
Jaipur,2019,51.51,112.12,36.87,29.21,1.09,12.21,43.88,115.0
